用户ID,购买次数
118147,1
118149,2
118164,6
118183,3
118187,1
1182,2
118200,2
118202,21
118203,1
11821,1
118217,2
118218,1
118231,3
118237,6
118238,6
118242,2
118265,2
118281,1
118290,1
118293,1
118302,1
118305,1
118306,2
118307,1
118308,1
118313,1
118314,1
118321,3
118328,2
118336,2
11834,4
11835,2
118379,2
118383,1
118384,7
11839,1
118401,1
118418,1
118432,10
118441,4
118446,1
118459,2
118469,2
118474,1
118477,3
118494,1
118505,1
118513,5
118538,2
11855,4
118566,2
118567,15
118576,1
118581,3
118583,1
118585,1
118587,2
118590,1
118600,1
118604,2
118610,2
118611,2
118614,4
118648,1
118652,2
118661,1
118671,6
118681,2
118683,1
118686,4
118691,1
118693,2
118701,1
118705,2
118711,1
118740,13
118742,2
118747,1
118750,2
118751,2
118766,1
118779,1
118782,3
118784,11
118790,1
118796,3
118815,1
118820,1
118840,4
118847,4
118859,2
118860,1
118867,9
118870,2
11889,1
118891,1
1189,2
118916,1
118918,5
118922,1
118924,3
118928,1
118933,3
118938,2
118939,1
118940,8
118944,2
118955,1
118956,1
118963,1
118965,3
11897,1
118976,4
118978,5
118982,9
118994,1
118996,5
119,3
11900,5
119004,3
119022,3
119032,2
119051,1
119061,1
119076,4
119078,1
119082,1
119083,1
119084,1
119089,1
119099,2
11912,1
119120,1
119125,9
119128,4
119136,1
119139,4
119147,3
11916,4
119167,2
119168,2
119185,5
119188,4
1192,9
119205,4
119209,1
11921,1
119213,4
119229,1
11923,1
119241,1
119242,1
119259,4
119261,2
119270,2
119271,1
119272,5
119280,6
119292,1
119297,5
119305,1
119309,1
119316,2
119318,2
119319,6
119332,1
119333,1
119343,6
119354,1
119369,1
119379,4
119383,1
119390,1
119392,4
119395,4
119397,1
119403,2
119405,2
119408,3
119410,4
119418,1
119428,2
119443,4
119457,2
11946,11
119468,1
119472,12
119481,2
119489,16
119496,6
119498,3
11950,2
119500,1
119502,13
119508,2
119509,5
119516,4
119527,4
119534,3
119543,2
119547,1
119552,3
119562,2
119568,1
119577,1
119582,4
119605,1
119610,2
119616,1
119628,1
119633,3
119638,2
11964,1
119654,2
119657,4
119659,1
119664,5
119668,10
119690,3
11970,2
119720,3
119735,2
119741,1
119746,4
11975,3
119750,1
119758,4
11976,11
119767,2
119770,1
119775,4
119820,2
119831,2
119862,1
119879,1
11988,1
119880,1
119883,3
119895,1
119915,3
119925,7
119940,1
119942,1
119944,3
11995,1
119961,3
119970,2
119974,3
11998,4
119982,1
119991,2
119998,6
119999,8
120009,7
12002,1
120026,1
120036,2
120038,5
12004,2
120047,1
120052,2
120059,10
120062,1
120071,1
120076,5
120089,1
120093,2
120114,2
120118,1
120129,3
120134,1
120135,4
120137,8
120150,3
120201,2
120228,7
120238,1
120241,5
12026,2
120267,1
120269,1
120271,6
120283,1
120295,2
1203,1
120301,1
120304,2
120305,3
120315,6
120326,1
120336,2
120338,2
120344,2
120346,1
120349,5
12035,15
12037,3
120374,4
120375,1
120379,9
120381,1
120388,1
120396,3
120398,5
120419,1
120422,3
120425,2
120426,3
120442,1
120444,2
120448,10
120452,2
120454,1
120456,2
120466,1
120471,3
120477,1
120478,1
120479,7
120493,5
12050,3
120504,2
120514,3
120518,2
120524,2
120528,9
120534,3
120563,4
120565,1
120575,3
120581,6
120587,1
120592,4
120594,6
120604,3
120615,1
120621,5
120627,3
120630,2
120634,1
12064,2
120640,5
120641,3
120665,1
120674,2
120675,2
12068,2
120710,4
120711,3
120713,2
120734,9
120745,3
12076,1
120760,2
120765,1
12077,1
120771,2
120774,3
12078,2
120781,7
120785,2
12082,1
120823,2
120825,1
120830,2
12084,1
120849,8
120851,3
120862,2
12087,2
120872,1
12088,1
120880,2
120887,1
120891,1
120900,9
120910,2
120922,3
120929,5
120932,6
120938,2
120939,3
120943,3
12095,5
120958,4
120959,1
120968,2
120975,8
120977,3
120986,1
120988,3
12099,3
120993,11
121,1
121006,2
121018,2
121020,1
121021,5
121024,3
121025,4
121027,1
121036,1
12104,4
12105,3
121066,3
121069,2
121070,8
121076,1
121084,1
121085,3
12110,2
121102,2
121111,2
121117,1
12112,3
121122,1
121123,1
121129,2
121131,2
121132,1
121133,2
121136,14
121137,2
121156,1
12117,2
121172,2
121174,1
121182,4
121189,1
121194,2
121196,6
121198,3
1212,6
121204,10
121206,2
121217,2
121218,1
121219,4
121223,2
12124,4
121249,1
121285,1
121288,8
121293,1
121321,5
121322,2
121325,1
12133,3
121330,3
121337,1
121366,1
121373,2
121377,2
121379,6
121389,7
121393,2
121417,4
121423,3
121425,3
12143,4
121434,2
121440,2
121445,2
12146,3
121471,5
121475,1
121479,3
121502,7
121507,3
12151,6
121510,1
121515,5
121528,1
121530,3
121531,1
121533,1
121536,4
121538,1
121540,1
121551,3
121563,1
121571,1
121572,1
121575,7
121584,4
121589,1
121592,1
121601,3
121605,2
121613,5
12163,1
121637,3
121669,3
121684,1
12169,3
121705,6
121711,2
121724,11
121741,6
121747,8
121757,11
121766,1
121773,3
121777,3
12178,1
121789,14
121798,2
12180,1
121801,4
121808,2
121810,2
121820,2
121824,3
121837,1
121843,2
121849,1
121853,3
121854,5
121858,5
12186,4
121868,1
121877,9
121881,3
121890,8
121895,1
121899,1
121910,6
121924,5
121929,1
121935,1
121937,6
121938,5
121941,5
121948,4
121955,2
121968,1
12197,1
121970,4
121974,3
121975,3
121985,5
121986,4
121993,1
121996,2
122,3
122004,2
122005,2
12202,4
122020,1
122033,2
12204,1
122046,3
122066,4
122074,5
122077,1
122083,5
122091,2
122103,1
122105,4
122115,1
122125,1
12213,4
122133,1
122162,3
122170,4
122172,2
122177,4
12218,1
122193,1
122201,1
122211,1
122214,4
122228,4
122232,5
122253,4
122264,4
122265,3
122272,6
122276,1
122277,5
122286,12
122292,3
122293,5
122294,1
12230,2
122308,3
122309,2
122311,3
122323,2
122333,3
122335,1
122338,2
122341,4
122342,1
122346,1
122369,6
122373,2
122379,5
122383,9
122387,5
122389,4
122393,8
122395,2
122397,3
122403,4
122405,1
122410,12
122413,11
122423,9
122433,2
122446,1
122448,4
122470,1
122471,4
122477,1
122485,2
122492,2
122497,12
122501,3
122502,1
122503,3
122504,69
122512,2
122523,2
122544,1
122545,1
12255,1
122557,1
122558,5
122560,1
122563,5
122573,1
122574,1
122578,6
122604,1
122607,4
12261,7
122616,5
122619,1
122634,3
122642,1
12265,3
122655,4
122657,2
122664,3
122667,1
122670,2
12268,1
122689,2
122691,3
122693,6
122706,1
122723,1
122729,1
122735,2
12274,3
122771,4
122774,2
122782,7
122784,2
122801,2
122824,2
122829,1
12283,1
122842,1
122852,10
122853,7
122855,2
122860,2
122862,2
122864,3
122869,2
122871,7
122874,3
12289,8
122893,2
122896,3
122901,1
122905,1
122910,3
122911,4
122917,1
122919,12
122926,2
122929,2
122935,1
122939,2
12295,2
122953,1
122958,1
122976,2
12298,1
122981,3
122985,1
122993,2
123000,4
123003,2
123014,2
123020,3
123028,3
123035,2
123036,2
123041,1
123057,4
123063,2
123064,1
123076,2
12308,2
123081,2
123084,5
123087,1
123090,5
123094,1
123102,3
123103,1
123108,2
123109,5
123111,5
123118,1
123123,1
123131,1
123132,4
123134,2
123145,1
123150,1
123151,1
123156,3
123170,1
123172,2
123177,1
123178,1
123192,1
123194,7
123209,2
123213,2
123217,1
12322,12
123222,4
123241,4
123242,10
123243,1
123245,4
123246,3
12325,1
123252,7
123256,3
123264,5
123272,2
123275,1
123286,6
123301,4
123302,2
123304,1
123312,3
123313,2
123314,1
123316,3
123317,4
123325,2
12333,3
123340,2
123344,6
123347,1
123348,5
123350,2
123374,1
123388,2
123389,1
1234,12
123400,1
123403,2
123407,1
123433,3
123447,1
123473,1
123493,3
12350,2
123505,2
12351,5
123519,2
123520,4
123521,2
123522,2
123525,3
123530,3
123539,4
123541,4
123543,5
123545,1
123553,1
12356,2
123563,8
123565,1
123570,1
123579,2
123584,2
123585,7
12360,1
123603,1
123608,5
123611,1
123632,2
123635,3
123657,1
123669,2
123672,7
123694,4
123706,2
123714,17
12373,2
123748,2
12375,2
123755,23
123756,2
123757,1
123762,5
123771,3
123772,1
12378,3
123780,3
123793,3
123798,1
123803,3
123809,3
123812,10
12384,3
123841,1
123866,3
12387,1
123871,4
123887,3
123888,2
12389,2
123892,8
123897,3
123898,1
123905,2
123921,2
123922,1
123924,1
123933,2
123938,2
12394,1
123942,2
123949,1
123962,11
123966,2
123968,2
123971,3
123978,2
123983,1
123992,3
12400,4
124001,5
124006,1
124010,2
124025,1
12403,2
124033,5
124036,4
124046,2
124052,1
124061,2
124063,1
124065,3
124069,3
12407,3
124072,2
124078,1
124079,1
124083,5
124093,3
124095,9
124098,1
1241,1
124101,2
124107,1
12412,1
124125,1
124127,5
124129,1
124138,4
124152,3
124159,1
124170,1
124171,2
124180,2
124194,6
1242,1
12420,3
124219,1
124232,8
124236,2
12424,4
124245,1
124252,3
124260,3
124273,7
124274,4
124291,4
124295,1
124298,5
124310,1
12432,2
124321,11
124337,1
124354,2
124357,2
124361,1
124370,1
124372,3
124387,7
124393,1
124397,3
124398,1
1244,1
124432,2
124437,1
124440,3
124442,2
124456,1
124458,2
124466,2
124468,1
124469,1
124470,2
124475,1
124481,2
124485,4
124494,1
124505,3
124506,4
124507,18
124509,1
124515,1
124516,3
124533,4
124538,4
12455,2
124563,1
124571,1
124578,1
124587,1
124590,2
1246,2
124602,1
124607,11
124610,1
124622,2
124623,4
124625,1
124631,1
124638,6
12464,2
124641,5
12465,3
124655,1
12466,2
124660,3
124663,1
124666,1
124671,1
124672,2
124674,3
124677,2
124678,1
124686,1
124713,1
124723,1
124725,1
124728,1
124744,3
124759,1
12476,9
124762,2
124768,1
124787,2
124806,4
124809,2
124811,4
124813,5
124815,2
12482,2
124821,1
124832,1
124837,1
124848,4
124862,2
124867,4
124871,1
124872,1
124879,2
124892,19
1249,26
124900,1
124905,5
124907,1
124916,3
124917,1
12492,5
124922,1
124925,3
124926,1
124927,3
124935,2
12494,2
124942,2
124962,1
124971,1
124972,1
124973,6
124976,2
124988,2
12500,1
125008,2
125023,3
125035,3
125038,3
125040,3
125050,6
125052,2
125053,1
125061,8
125078,4
125082,2
125086,2
125090,4
125092,1
125109,3
125112,5
125122,1
125141,1
125153,1
125158,1
125164,3
125176,2
125183,2
125187,12
125192,2
125205,5
125210,3
125216,3
125217,2
125230,10
12524,2
125254,3
125265,1
125270,1
125281,4
1253,2
125301,2
125303,12
125307,6
125318,1
125319,2
125325,1
125326,1
125328,1
125340,1
125344,7
125348,4
125355,6
125363,4
125364,5
125365,1
125377,6
125401,6
125419,1
125421,1
125422,9
125429,1
125437,1
125438,1
125447,4
125457,2
125461,5
125475,1
125477,6
12548,2
125482,6
125488,1
125490,1
125503,5
125508,4
125518,6
125519,1
125524,1
125532,1
125537,4
125552,2
125555,2
125557,5
125559,3
125568,2
125575,2
125578,5
125580,4
125587,7
125621,2
125623,3
125624,5
125649,1
125653,1
12566,2
125674,11
125675,1
12568,2
125682,1
12569,2
125693,2
125709,1
12574,3
125740,2
125746,4
125757,1
125759,2
12576,2
12578,2
125791,5
125792,2
125795,2
125798,1
125800,5
125802,3
125811,7
125815,5
125818,2
125821,1
125823,3
125827,1
125835,1
125837,2
125838,3
125859,1
125864,9
125879,1
125887,2
12589,1
125897,1
125903,3
125920,5
125924,2
125935,1
125945,2
125946,3
125948,1
125956,1
125966,2
125983,4
125985,4
125987,3
125989,1
125991,1
125999,1
126013,1
126015,3
126016,7
126017,1
126019,1
126021,2
126024,2
126027,2
126031,1
12605,4
126051,2
126052,1
126062,2
126063,1
126071,10
126073,1
126075,8
126128,3
126145,4
126146,4
12615,3
126150,3
126151,2
126168,3
12617,1
126174,3
126186,3
126195,1
126196,3
126214,1
126222,1
126235,1
126236,2
126238,2
126247,6
126261,1
126267,1
126271,1
126278,1
126289,1
12629,3
126295,1
12630,8
126306,1
126314,5
126316,1
12632,1
126327,2
126332,3
126336,3
126343,4
126347,1
126357,5
126365,3
126376,2
126412,1
126413,2
126422,2
126428,2
126432,1
126437,1
126438,3
12644,10
126448,1
12645,1
12646,6
126468,8
126470,2
126482,4
126491,1
126492,1
12650,1
126500,1
126515,2
126526,2
126530,5
126533,2
126537,5
126544,3
126554,6
126565,1
126569,2
126572,4
126583,2
126603,3
126604,4
126605,2
126619,1
126625,1
126628,1
126630,1
126631,2
126641,8
12665,7
126651,3
126668,3
126677,1
126681,1
126686,5
126695,1
126696,13
126698,1
126704,3
126707,1
126713,1
126714,1
126725,2
126733,3
12674,1
126740,2
126745,3
126749,2
126754,3
126758,3
126768,2
126775,2
126787,3
126789,4
126790,2
126793,1
126794,7
126810,1
126814,1
126848,1
126873,1
126879,4
126891,1
126896,1
126898,4
126900,7
126902,1
126903,1
126905,5
126906,6
126908,10
126923,3
126935,4
126944,2
126947,1
126952,1
126955,2
126962,1
126965,2
126969,3
126971,1
126972,2
126974,1
126979,7
12699,3
126997,1
126999,1
12700,1
12701,15
127010,6
127013,1
127014,3
127015,11
127030,2
127054,5
127055,2
127057,1
127058,1
127069,1
12707,2
127072,1
127075,2
127080,2
127085,3
12709,1
127113,4
127125,1
127135,3
127139,1
127141,3
127146,1
127178,5
127180,5
127181,1
127182,1
127194,2
127206,2
127208,3
127210,2
12722,6
127224,4
127260,3
127268,3
127276,9
127282,3
127306,2
127308,4
127323,5
127336,5
127340,6
127342,1
127345,6
127355,4
127360,7
127364,3
127367,2
127384,1
127398,5
1274,2
127407,3
127415,2
127417,1
127419,5
127430,1
127433,3
127435,2
127450,3
127458,1
12747,2
127476,1
127488,1
127496,2
1275,1
127500,2
127501,3
127505,1
127506,1
127507,7
127511,1
127522,3
127529,1
127532,3
127538,1
127539,1
127542,1
127543,3
127548,2
127550,4
127554,3
127556,3
12756,7
127564,2
12758,1
127582,2
127583,1
127607,1
127611,3
127615,2
127621,10
127624,3
127627,1
127628,3
12763,2
12764,1
127647,2
127656,1
127657,2
127666,1
127672,1
127674,2
127677,2
127684,1
127686,1
127687,2
127699,2
127706,4
127713,1
127722,1
127726,2
127743,3
127744,1
127747,1
127749,1
12775,5
127768,15
127773,1
127774,2
12779,1
12780,1
127818,3
127820,3
127821,2
127830,1
127856,2
127858,2
127866,6
127869,1
127876,2
12788,3
127883,11
127905,1
127906,3
127915,7
127927,1
127938,2
127942,6
127944,3
12795,1
127953,2
127954,1
127965,1
127969,3
127972,1
127978,9
127981,7
127982,1
127996,1
128000,16
128006,1
12801,17
128022,1
128031,3
128033,5
128035,2
128038,1
128045,2
12806,5
128067,3
128073,7
128077,3
128078,1
128079,1
12808,3
128092,2
128099,1
1281,3
128108,2
128111,1
128113,32
128120,2
128124,1
128129,6
128131,4
128135,2
128139,1
128145,4
128152,6
128162,2
128186,4
12819,1
128196,3
128212,9
128218,7
128224,1
128229,12
128230,2
128259,1
128260,9
128265,2
128270,1
128271,4
12830,2
128325,2
128329,2
128332,2
128338,2
128351,6
128352,1
128360,1
128362,3
128371,1
128372,6
128377,10
128379,65
128390,10
128391,1
128392,2
128393,3
128401,1
128406,1
128408,3
128412,1
128417,5
128422,6
128434,2
128438,1
128444,1
128446,1
128447,2
128449,5
128451,1
128461,6
128465,4
128469,5
128472,3
128480,6
12849,1
12851,2
128512,2
128516,2
128524,3
128525,2
128527,2
128528,3
128529,2
128536,1
128538,1
128539,8
128541,1
128553,2
128557,2
128572,3
128573,2
128590,4
128591,2
12860,5
128610,7
128611,3
128613,3
128614,11
128624,4
128643,1
128647,1
128657,1
128666,4
128673,2
128686,16
128693,1
128704,2
128705,1
128708,4
128709,1
12872,3
128725,1
128727,9
128742,1
128754,2
128755,2
128775,1
128778,2
128793,3
128795,5
1288,2
128808,1
128822,1
128827,2
128829,3
128838,1
12885,1
128861,1
12888,1
128887,2
128910,2
128919,4
12892,1
128926,3
128935,4
128942,3
128945,2
128955,1
128960,1
128962,2
128964,3
128967,4
128971,3
128979,4
128984,1
128991,2
128992,3
128995,3
129001,2
129005,3
129007,1
129013,1
129017,2
129023,2
129028,1
129032,2
129038,3
129045,2
129056,8
129065,2
129103,1
129113,2
129120,1
129130,4
129131,3
129133,5
129134,3
129138,2
129144,2
129153,5
129158,1
129170,4
129173,4
129193,7
129195,3
129209,1
129211,1
129213,5
129215,1
129219,4
129229,1
129235,4
129239,1
129242,1
129271,2
129274,4
129286,5
129290,2
12930,1
129300,3
129302,2
129306,4
129311,7
129312,1
129313,3
129327,6
129337,1
129343,5
12935,2
129352,1
129367,2
129375,3
129379,3
129387,12
129388,5
129392,2
1294,1
129412,1
129423,1
129427,1
129441,3
129484,1
129494,1
129497,3
129498,3
129499,4
1295,1
129509,7
129510,2
129511,2
129518,4
129520,3
129523,5
129524,4
129547,1
129555,1
129559,4
129568,3
129572,1
129577,8
129579,3
129580,7
129586,2
129587,4
129602,1
129620,12
129634,1
12964,3
129642,1
129647,2
129648,3
129652,1
129653,1
129654,1
129655,2
12966,1
129662,1
129668,2
12967,2
129678,3
129690,2
129693,2
129696,3
129702,11
12971,1
129710,1
129714,2
129718,1
129723,2
129730,3
129731,1
129739,2
129741,7
129744,2
129745,1
129758,5
129769,3
129771,10
129776,5
129783,6
129786,2
129794,1
129797,1
129805,10
129820,1
129823,2
129840,1
129841,1
129843,2
129845,4
129847,2
129860,8
129867,5
129878,3
129885,1
129908,2
12991,2
129919,1
129922,4
129940,5
129945,2
129948,6
129949,2
129961,5
129965,1
129980,4
129983,2
129984,2
129992,3
130002,3
130007,9
130034,1
130035,2
130036,1
130051,3
13006,17
13008,2
130106,3
130118,1
13012,1
130123,2
130147,1
130153,2
130161,1
13017,2
130173,1
130181,2
130190,3
130191,2
130203,4
130204,3
130208,1
130212,1
130213,3
130216,5
130217,1
130219,3
130221,5
130226,1
130227,3
13023,2
130243,3
130246,7
130249,1
13025,6
130253,1
130254,2
130274,1
130284,1
130286,2
13029,6
130316,3
130335,2
13035,3
130352,2
130353,2
130355,5
13036,4
130361,1
130362,4
130363,1
130382,1
130386,1
130387,2
1304,6
130405,1
130420,1
130440,1
130451,6
13046,1
130466,2
130470,6
130477,6
13049,3
130495,10
130497,3
13050,4
130501,2
130503,20
130511,3
130515,3
130531,1
130540,6
130558,2
130559,2
130561,1
130562,2
130563,4
130565,3
130567,2
13057,1
130577,8
130586,7
130595,17
130600,1
130605,1
13061,5
130616,10
130626,2
13063,3
130666,5
130667,2
130675,1
130676,1
130677,1
130687,1
130696,4
13070,4
130706,21
130708,3
130719,3
13072,1
130729,3
130742,1
130757,1
130763,2
130765,1
130768,6
130773,2
130777,1
130780,1
130783,4
130785,2
130800,1
130802,2
130823,1
130833,1
130868,1
13088,1
130889,1
130891,2
130901,2
130907,6
13091,1
130917,10
130938,1
130940,7
130943,8
130947,1
130949,4
130961,1
130962,3
130976,10
130978,1
13098,1
130980,2
130992,2
131000,2
131006,2
13101,1
131010,4
131028,2
131032,2
131062,2
131063,4
131071,2
131076,8
131083,5
131085,1
131091,1
131106,2
13111,3
131113,3
131115,31
131119,2
13112,1
131124,1
131126,2
131127,1
131133,6
131134,2
131135,3
131136,1
13114,1
131147,2
131150,3
131157,4
131158,2
131176,2
131184,2
131186,4
131194,2
131208,2
131211,2
131212,1
131213,2
131217,2
131239,3
131247,1
131248,1
131257,2
131276,1
131282,1
131299,2
131318,2
131326,1
131329,3
131336,3
131337,1
131339,1
131343,1
131345,3
131348,4
131356,6
131363,5
131368,6
13137,1
131375,1
131390,5
13141,1
131410,6
131428,6
131450,2
131457,2
131459,5
131461,1
131468,2
131469,1
13148,1
131483,3
13149,3
131498,15
13150,2
131505,5
131507,5
13151,2
131512,1
131513,1
131516,5
131517,1
131519,2
131522,1
131525,2
131527,3
131554,1
131562,5
13157,3
131570,3
131574,3
131587,3
131612,5
131618,7
13162,2
131626,3
131633,5
131635,5
131653,4
131655,4
131660,1
131683,1
131689,1
131704,1
131706,1
131710,1
131717,1
131719,1
131723,3
131728,5
131729,2
131744,1
131758,1
131762,3
131766,3
131773,1
131781,1
131784,1
131801,1
13181,2
131812,1
131817,9
131821,1
131830,4
131837,7
131838,3
131849,1
131851,7
131852,3
131854,1
131860,2
131865,2
131866,3
131876,5
131882,2
13189,1
131898,6
131903,1
131908,4
131912,3
131913,5
131915,4
131921,1
131933,7
131958,5
13196,6
131970,6
131976,1
131980,2
131981,2
131992,1
131996,2
132004,4
132010,2
132018,7
132019,1
132020,1
132031,1
132037,2
132038,2
132041,4
132050,1
132058,2
132060,5
132064,3
132070,1
132072,3
132101,1
132107,2
132117,4
132121,1
132135,5
132144,1
132154,2
132163,4
132165,1
132173,8
132182,4
132187,4
132188,1
132193,2
132232,1
132234,3
132238,3
132239,3
132243,5
132254,2
13226,2
132268,2
132270,7
132288,4
132293,1
132301,4
132306,7
132315,5
132331,5
13234,1
132343,19
132347,2
132372,4
132373,1
13238,14
132384,2
132388,2
132398,2
132401,1
132403,5
132406,1
132411,20
132413,2
132433,4
132434,2
13244,1
132445,5
132448,4
132449,3
132452,1
132455,1
132462,2
132477,4
132485,1
132487,1
132488,3
132499,2
132501,1
132502,1
132503,1
132539,1
132550,1
132555,5
132560,5
132564,7
132566,1
132568,2
132576,10
132577,1
132585,2
132587,3
132605,2
132607,1
132614,3
132620,1
132626,1
132629,2
132645,15
132658,3
132659,3
132669,6
132688,2
132691,1
132696,3
132708,1
132715,4
132717,1
132718,5
132721,1
132722,3
132724,3
132725,1
132738,1
132741,2
132757,10
13276,2
132766,1
132769,1
132772,1
132778,1
132781,4
132788,1
132794,3
132796,1
132815,4
132819,8
13282,1
132824,4
132835,1
132856,3
13287,2
132876,6
132881,2
132887,3
132888,12
132889,1
132894,1
132899,4
132920,2
132922,2
132926,4
13293,1
132931,10
132932,5
132936,3
132940,1
132956,2
132962,4
132965,2
132968,3
132983,1
132984,2
132996,1
132997,2
1330,2
133001,1
133003,1
13301,4
133020,1
133021,4
133025,1
13303,1
133048,7
133058,2
133060,1
133074,7
133086,3
133087,1
133094,2
133107,4
133110,4
133114,2
133115,7
133121,1
133122,5
133130,2
133142,7
133151,4
133153,1
133167,1
133173,2
133182,5
133193,1
133197,3
133199,1
133200,1
133222,2
133237,5
133243,2
133270,3
133283,1
133286,9
133287,2
133288,2
133295,2
133298,2
133303,4
133308,3
133315,4
133316,1
133320,7
133342,3
13335,4
133350,3
133351,2
133360,2
13340,3
133405,2
133406,1
133410,1
133418,5
133436,3
133446,2
133453,5
133471,2
133472,4
133475,1
133478,1
133479,5
13348,2
133488,1
133489,1
133492,1
133496,4
133498,12
1335,10
133507,4
133510,1
133519,2
133521,3
133530,4
133531,5
133538,5
133545,2
133563,1
133574,12
133593,8
133594,1
133606,1
133607,8
13361,1
133613,2
13362,2
133620,11
133642,2
133646,1
13365,1
133666,1
133675,2
133681,1
133694,1
133695,2
133706,5
133714,9
133718,1
133719,1
133724,7
133727,4
133742,1
133743,1
133744,1
133776,2
133777,2
133790,3
133792,8
133800,1
133819,3
133825,1
133834,2
133845,1
133849,1
133850,3
133859,2
133877,2
133886,3
133887,9
133894,1
133900,5
133917,1
133921,3
133923,2
133928,3
13393,1
133932,1
133933,2
133936,2
133950,7
133957,1
133975,1
133976,5
133992,2
133993,3
1340,3
134010,1
134012,5
134014,2
134022,1
134027,1
13404,3
134041,3
134042,1
134055,1
134059,3
134066,1
134070,2
134072,4
134073,1
134078,3
134079,9
134089,1
13409,4
134095,3
13410,2
134100,2
134103,1
134115,3
134119,7
134122,2
134125,3
134133,2
134134,2
134150,5
134153,4
13416,5
134162,7
134163,1
134164,4
134171,3
134172,4
134178,2
134187,1
134192,1
13420,1
134205,1
134213,23
134215,8
134216,1
134218,1
13422,1
134228,2
134237,2
134256,6
134258,2
134260,4
134281,3
134286,2
134290,1
134292,1
134297,6
134307,15
134320,2
134322,1
134337,1
134343,2
134349,4
134353,1
134365,4
134377,5
134379,3
134386,7
134388,3
134401,2
134423,1
134432,6
134445,3
134446,1
134458,3
134460,4
134461,1
134464,1
134466,7
134473,2
134476,3
13448,3
134486,3
134488,2
134489,1
134502,3
134514,8
134517,1
134527,7
134535,4
134549,7
13455,1
134568,3
13457,3
134571,7
134586,2
134594,1
134596,1
134599,2
134630,2
134637,2
13465,1
134672,2
134677,1
134678,7
134684,1
134692,1
134693,2
134696,1
134700,2
134710,3
134713,2
134724,1
134736,3
134763,2
134773,4
13479,1
134791,4
134793,1
134799,4
134801,6
134812,4
134828,3
13483,22
134837,1
134857,1
134865,3
134869,1
13487,4
134881,2
134883,3
134891,8
134898,3
1349,2
134902,2
134906,4
134915,1
134917,3
134921,1
134925,12
134927,3
134933,5
134939,3
134944,5
134959,2
134961,3
134970,3
134975,2
134976,1
13498,3
134988,1
134996,3
134999,8
135002,3
135003,4
135013,1
135024,4
135026,2
135028,2
135056,19
135081,5
135084,6
135086,3
135097,5
1351,4
13510,1
135103,2
135104,4
135109,4
13511,9
135112,1
13513,4
135146,2
135168,1
135169,8
13517,3
135185,5
135201,2
135223,3
135229,2
135233,2
135236,2
13524,7
135255,2
135256,12
135281,3
135289,1
135293,1
1353,1
135317,1
135318,1
13532,3
135320,5
135329,2
135334,3
135342,4
135344,4
135353,1
135364,3
135366,1
135369,1
135372,3
135382,1
13539,1
135394,3
135397,1
135417,2
135421,1
135431,5
135438,1
135446,1
135447,1
135451,3
135462,1
135466,1
13547,1
135488,2
13549,3
135509,1
135514,3
135517,11
135521,1
135532,1
135535,3
135536,2
135537,3
135548,3
135550,1
135566,1
135567,1
135569,2
135572,3
135590,2
135591,2
135593,3
135597,2
135629,2
135630,1
135631,4
135636,4
135648,4
135652,3
135657,4
135658,1
135660,3
135677,3
135684,1
135688,2
13570,1
13572,7
135721,3
135725,1
135733,5
135737,10
135741,2
135754,3
135759,2
135766,1
135770,4
135776,2
135777,2
135780,3
135781,4
135783,1
135784,5
13579,10
135795,4
135802,3
135805,1
135808,3
135810,1
135812,6
135840,3
135846,2
135847,2
135849,2
135853,1
135859,1
135869,1
135878,2
135887,8
135904,4
135909,2
135912,2
135922,1
135927,4
135947,7
135955,1
135957,1
135964,1
135970,1
135992,3
135994,2
135999,4
136001,1
136007,1
136019,1
136021,5
136029,1
136033,1
136037,2
136039,2
136042,4
136043,4
136059,1
136062,2
136077,2
136087,1
136095,4
136115,11
136118,7
136138,2
136139,3
136143,1
136145,1
13615,5
136150,1
136153,1
136154,2
136156,2
13617,2
13618,9
136189,4
136209,3
13621,3
136215,5
136218,1
13622,1
136226,4
136228,2
13623,3
136233,1
13624,3
136252,1
136256,4
136260,3
136268,1
136270,11
136272,1
136277,2
136278,7
136282,1
136293,3
136301,2
136305,3
136323,1
136343,1
136349,3
136354,3
136359,1
136361,6
136370,2
136377,1
13638,6
136386,2
13639,2
136396,2
136399,1
136406,1
136414,1
136425,3
136426,1
136436,3
136439,2
136441,2
136443,1
136448,1
136454,2
136463,3
136464,1
136469,1
136475,2
136488,3
136489,1
136494,7
136502,3
136505,2
136516,2
136518,1
136520,2
136531,1
136532,1
136535,3
136537,4
136538,2
136543,2
13655,1
136560,3
13657,2
1366,2
136608,3
136623,5
136626,8
136631,1
136647,6
13665,4
136662,3
136664,1
136667,2
136671,4
136679,1
136683,1
136689,1
136692,6
13670,2
136714,6
136725,1
136726,1
136740,1
136754,1
136763,1
136778,2
136784,6
136792,17
136795,4
136797,1
13680,1
136801,6
136803,2
136811,2
136816,1
136824,9
136827,6
136834,1
136839,1
136848,8
13685,1
136884,4
136892,3
13692,2
136927,6
136941,6
136948,1
136950,2
136952,7
136959,3
136963,1
136966,2
136975,5
136981,2
13699,8
136996,2
1370,1
137000,3
137007,2
137028,1
137029,9
137040,1
137049,2
137069,1
137071,1
137073,2
137082,1
137083,7
137093,1
137098,3
137104,2
137110,4
137112,1
137113,1
137119,1
