用户ID,最近购买时间,R值
311050,2017-11-27,2
311058,2017-11-27,2
311326,2017-11-27,2
311422,2017-11-27,2
312228,2017-11-27,2
312485,2017-11-27,2
312601,2017-11-27,2
312613,2017-11-27,2
312715,2017-11-27,2
312755,2017-11-27,2
313425,2017-11-27,2
313447,2017-11-27,2
313728,2017-11-27,2
313732,2017-11-27,2
313753,2017-11-27,2
313820,2017-11-27,2
31387,2017-11-27,2
314025,2017-11-27,2
314237,2017-11-27,2
314294,2017-11-27,2
314312,2017-11-27,2
31440,2017-11-27,2
314572,2017-11-27,2
314596,2017-11-27,2
314601,2017-11-27,2
314731,2017-11-27,2
314958,2017-11-27,2
314990,2017-11-27,2
315180,2017-11-27,2
315299,2017-11-27,2
315348,2017-11-27,2
315447,2017-11-27,2
315523,2017-11-27,2
315657,2017-11-27,2
315862,2017-11-27,2
315915,2017-11-27,2
316258,2017-11-27,2
316417,2017-11-27,2
316551,2017-11-27,2
316694,2017-11-27,2
316707,2017-11-27,2
316736,2017-11-27,2
3168,2017-11-27,2
317147,2017-11-27,2
317605,2017-11-27,2
317620,2017-11-27,2
317690,2017-11-27,2
317758,2017-11-27,2
317982,2017-11-27,2
317988,2017-11-27,2
318045,2017-11-27,2
318095,2017-11-27,2
318236,2017-11-27,2
318256,2017-11-27,2
318428,2017-11-27,2
318566,2017-11-27,2
318722,2017-11-27,2
318731,2017-11-27,2
318743,2017-11-27,2
318788,2017-11-27,2
318866,2017-11-27,2
318894,2017-11-27,2
319037,2017-11-27,2
319284,2017-11-27,2
319596,2017-11-27,2
320050,2017-11-27,2
320298,2017-11-27,2
320395,2017-11-27,2
320530,2017-11-27,2
320661,2017-11-27,2
320680,2017-11-27,2
320791,2017-11-27,2
320857,2017-11-27,2
320888,2017-11-27,2
32107,2017-11-27,2
321115,2017-11-27,2
321175,2017-11-27,2
32125,2017-11-27,2
321460,2017-11-27,2
321517,2017-11-27,2
321685,2017-11-27,2
3218,2017-11-27,2
321850,2017-11-27,2
321867,2017-11-27,2
321886,2017-11-27,2
322010,2017-11-27,2
322021,2017-11-27,2
322039,2017-11-27,2
322062,2017-11-27,2
322514,2017-11-27,2
322758,2017-11-27,2
322964,2017-11-27,2
322989,2017-11-27,2
323003,2017-11-27,2
323062,2017-11-27,2
323384,2017-11-27,2
323497,2017-11-27,2
323742,2017-11-27,2
323820,2017-11-27,2
323868,2017-11-27,2
323974,2017-11-27,2
324094,2017-11-27,2
324159,2017-11-27,2
324201,2017-11-27,2
324430,2017-11-27,2
324524,2017-11-27,2
324835,2017-11-27,2
324868,2017-11-27,2
324878,2017-11-27,2
32527,2017-11-27,2
325284,2017-11-27,2
325346,2017-11-27,2
325388,2017-11-27,2
325450,2017-11-27,2
325746,2017-11-27,2
325822,2017-11-27,2
325947,2017-11-27,2
326009,2017-11-27,2
326130,2017-11-27,2
326170,2017-11-27,2
32625,2017-11-27,2
326319,2017-11-27,2
326342,2017-11-27,2
326556,2017-11-27,2
32658,2017-11-27,2
326776,2017-11-27,2
326869,2017-11-27,2
326939,2017-11-27,2
327029,2017-11-27,2
327034,2017-11-27,2
327035,2017-11-27,2
327164,2017-11-27,2
327195,2017-11-27,2
327386,2017-11-27,2
327579,2017-11-27,2
32764,2017-11-27,2
327686,2017-11-27,2
327710,2017-11-27,2
327761,2017-11-27,2
327788,2017-11-27,2
32779,2017-11-27,2
327825,2017-11-27,2
327956,2017-11-27,2
328230,2017-11-27,2
328295,2017-11-27,2
328687,2017-11-27,2
328924,2017-11-27,2
328966,2017-11-27,2
329193,2017-11-27,2
329256,2017-11-27,2
329268,2017-11-27,2
329359,2017-11-27,2
329438,2017-11-27,2
329457,2017-11-27,2
329542,2017-11-27,2
330013,2017-11-27,2
330062,2017-11-27,2
330089,2017-11-27,2
330618,2017-11-27,2
330768,2017-11-27,2
330842,2017-11-27,2
330895,2017-11-27,2
33094,2017-11-27,2
330963,2017-11-27,2
331010,2017-11-27,2
33106,2017-11-27,2
331077,2017-11-27,2
33112,2017-11-27,2
331167,2017-11-27,2
331286,2017-11-27,2
3313,2017-11-27,2
331359,2017-11-27,2
331375,2017-11-27,2
331455,2017-11-27,2
331595,2017-11-27,2
331657,2017-11-27,2
331905,2017-11-27,2
332034,2017-11-27,2
332286,2017-11-27,2
332290,2017-11-27,2
332369,2017-11-27,2
332520,2017-11-27,2
332563,2017-11-27,2
332613,2017-11-27,2
332639,2017-11-27,2
333092,2017-11-27,2
33331,2017-11-27,2
333699,2017-11-27,2
33375,2017-11-27,2
333791,2017-11-27,2
333967,2017-11-27,2
334007,2017-11-27,2
334063,2017-11-27,2
334095,2017-11-27,2
334134,2017-11-27,2
334308,2017-11-27,2
334371,2017-11-27,2
334459,2017-11-27,2
334562,2017-11-27,2
334596,2017-11-27,2
334684,2017-11-27,2
334870,2017-11-27,2
334925,2017-11-27,2
33516,2017-11-27,2
335184,2017-11-27,2
33528,2017-11-27,2
335295,2017-11-27,2
335324,2017-11-27,2
335612,2017-11-27,2
335894,2017-11-27,2
335948,2017-11-27,2
336053,2017-11-27,2
336438,2017-11-27,2
336560,2017-11-27,2
336666,2017-11-27,2
336826,2017-11-27,2
336899,2017-11-27,2
336935,2017-11-27,2
336980,2017-11-27,2
33702,2017-11-27,2
337068,2017-11-27,2
337214,2017-11-27,2
337250,2017-11-27,2
337301,2017-11-27,2
337444,2017-11-27,2
337532,2017-11-27,2
337566,2017-11-27,2
337624,2017-11-27,2
337774,2017-11-27,2
33785,2017-11-27,2
337872,2017-11-27,2
338015,2017-11-27,2
338126,2017-11-27,2
338234,2017-11-27,2
338687,2017-11-27,2
338919,2017-11-27,2
338989,2017-11-27,2
339413,2017-11-27,2
339435,2017-11-27,2
339797,2017-11-27,2
34029,2017-11-27,2
340696,2017-11-27,2
340900,2017-11-27,2
341036,2017-11-27,2
341093,2017-11-27,2
341252,2017-11-27,2
341319,2017-11-27,2
341361,2017-11-27,2
341650,2017-11-27,2
341775,2017-11-27,2
341820,2017-11-27,2
341913,2017-11-27,2
342072,2017-11-27,2
342226,2017-11-27,2
342266,2017-11-27,2
342353,2017-11-27,2
342358,2017-11-27,2
342485,2017-11-27,2
342689,2017-11-27,2
342745,2017-11-27,2
342813,2017-11-27,2
342895,2017-11-27,2
342951,2017-11-27,2
343066,2017-11-27,2
3431,2017-11-27,2
343319,2017-11-27,2
343369,2017-11-27,2
343370,2017-11-27,2
343585,2017-11-27,2
343588,2017-11-27,2
343683,2017-11-27,2
343719,2017-11-27,2
34410,2017-11-27,2
344141,2017-11-27,2
344241,2017-11-27,2
344326,2017-11-27,2
344762,2017-11-27,2
344820,2017-11-27,2
344895,2017-11-27,2
344898,2017-11-27,2
344961,2017-11-27,2
345057,2017-11-27,2
345150,2017-11-27,2
345185,2017-11-27,2
345647,2017-11-27,2
346092,2017-11-27,2
346606,2017-11-27,2
346622,2017-11-27,2
346719,2017-11-27,2
346917,2017-11-27,2
347212,2017-11-27,2
347229,2017-11-27,2
347323,2017-11-27,2
347334,2017-11-27,2
347385,2017-11-27,2
347401,2017-11-27,2
347430,2017-11-27,2
347441,2017-11-27,2
347446,2017-11-27,2
347493,2017-11-27,2
347788,2017-11-27,2
347920,2017-11-27,2
347961,2017-11-27,2
348012,2017-11-27,2
348024,2017-11-27,2
348117,2017-11-27,2
348235,2017-11-27,2
348275,2017-11-27,2
348538,2017-11-27,2
348624,2017-11-27,2
348631,2017-11-27,2
348827,2017-11-27,2
349024,2017-11-27,2
349052,2017-11-27,2
349084,2017-11-27,2
34939,2017-11-27,2
349499,2017-11-27,2
349518,2017-11-27,2
349583,2017-11-27,2
349718,2017-11-27,2
349824,2017-11-27,2
350065,2017-11-27,2
350198,2017-11-27,2
35025,2017-11-27,2
350411,2017-11-27,2
350528,2017-11-27,2
350529,2017-11-27,2
35060,2017-11-27,2
350600,2017-11-27,2
350690,2017-11-27,2
35076,2017-11-27,2
350792,2017-11-27,2
350870,2017-11-27,2
351240,2017-11-27,2
351400,2017-11-27,2
351409,2017-11-27,2
35147,2017-11-27,2
351514,2017-11-27,2
351583,2017-11-27,2
351655,2017-11-27,2
351702,2017-11-27,2
351787,2017-11-27,2
351823,2017-11-27,2
352003,2017-11-27,2
352218,2017-11-27,2
352220,2017-11-27,2
35235,2017-11-27,2
352591,2017-11-27,2
352711,2017-11-27,2
352793,2017-11-27,2
352865,2017-11-27,2
352914,2017-11-27,2
352939,2017-11-27,2
353033,2017-11-27,2
353263,2017-11-27,2
353412,2017-11-27,2
353438,2017-11-27,2
353526,2017-11-27,2
353595,2017-11-27,2
353622,2017-11-27,2
353707,2017-11-27,2
353770,2017-11-27,2
353775,2017-11-27,2
354186,2017-11-27,2
354249,2017-11-27,2
354260,2017-11-27,2
354440,2017-11-27,2
354468,2017-11-27,2
354498,2017-11-27,2
35468,2017-11-27,2
354759,2017-11-27,2
354813,2017-11-27,2
35488,2017-11-27,2
354997,2017-11-27,2
355028,2017-11-27,2
35537,2017-11-27,2
355381,2017-11-27,2
355479,2017-11-27,2
35555,2017-11-27,2
355671,2017-11-27,2
355715,2017-11-27,2
355744,2017-11-27,2
355832,2017-11-27,2
356069,2017-11-27,2
356241,2017-11-27,2
356273,2017-11-27,2
356366,2017-11-27,2
35640,2017-11-27,2
356457,2017-11-27,2
356570,2017-11-27,2
356634,2017-11-27,2
35699,2017-11-27,2
357105,2017-11-27,2
357206,2017-11-27,2
357215,2017-11-27,2
357354,2017-11-27,2
357391,2017-11-27,2
357426,2017-11-27,2
357444,2017-11-27,2
357526,2017-11-27,2
357609,2017-11-27,2
357896,2017-11-27,2
358065,2017-11-27,2
358179,2017-11-27,2
358200,2017-11-27,2
35825,2017-11-27,2
358312,2017-11-27,2
358680,2017-11-27,2
358736,2017-11-27,2
358991,2017-11-27,2
359001,2017-11-27,2
359055,2017-11-27,2
359107,2017-11-27,2
359143,2017-11-27,2
35934,2017-11-27,2
359461,2017-11-27,2
359508,2017-11-27,2
359523,2017-11-27,2
359649,2017-11-27,2
359697,2017-11-27,2
359777,2017-11-27,2
359808,2017-11-27,2
359813,2017-11-27,2
359958,2017-11-27,2
360148,2017-11-27,2
360153,2017-11-27,2
360349,2017-11-27,2
360543,2017-11-27,2
360858,2017-11-27,2
360926,2017-11-27,2
361086,2017-11-27,2
361294,2017-11-27,2
361359,2017-11-27,2
361409,2017-11-27,2
361547,2017-11-27,2
3617,2017-11-27,2
362034,2017-11-27,2
362148,2017-11-27,2
362368,2017-11-27,2
362494,2017-11-27,2
362613,2017-11-27,2
362625,2017-11-27,2
362647,2017-11-27,2
362652,2017-11-27,2
362743,2017-11-27,2
362779,2017-11-27,2
362966,2017-11-27,2
36298,2017-11-27,2
363140,2017-11-27,2
363165,2017-11-27,2
363194,2017-11-27,2
363355,2017-11-27,2
363379,2017-11-27,2
36339,2017-11-27,2
363464,2017-11-27,2
3635,2017-11-27,2
363552,2017-11-27,2
363620,2017-11-27,2
363645,2017-11-27,2
363719,2017-11-27,2
363900,2017-11-27,2
364051,2017-11-27,2
364054,2017-11-27,2
364121,2017-11-27,2
364235,2017-11-27,2
364303,2017-11-27,2
364357,2017-11-27,2
364408,2017-11-27,2
364687,2017-11-27,2
364710,2017-11-27,2
364810,2017-11-27,2
364825,2017-11-27,2
364871,2017-11-27,2
364938,2017-11-27,2
364962,2017-11-27,2
364966,2017-11-27,2
36509,2017-11-27,2
365119,2017-11-27,2
365297,2017-11-27,2
365345,2017-11-27,2
365667,2017-11-27,2
365701,2017-11-27,2
365768,2017-11-27,2
366004,2017-11-27,2
366161,2017-11-27,2
366524,2017-11-27,2
36672,2017-11-27,2
366741,2017-11-27,2
366898,2017-11-27,2
367189,2017-11-27,2
367197,2017-11-27,2
367291,2017-11-27,2
367338,2017-11-27,2
367621,2017-11-27,2
367668,2017-11-27,2
367809,2017-11-27,2
367919,2017-11-27,2
367937,2017-11-27,2
367938,2017-11-27,2
368393,2017-11-27,2
368591,2017-11-27,2
368592,2017-11-27,2
368945,2017-11-27,2
369271,2017-11-27,2
369319,2017-11-27,2
369362,2017-11-27,2
369537,2017-11-27,2
369620,2017-11-27,2
369685,2017-11-27,2
369730,2017-11-27,2
369761,2017-11-27,2
369951,2017-11-27,2
370002,2017-11-27,2
37013,2017-11-27,2
370377,2017-11-27,2
370540,2017-11-27,2
370850,2017-11-27,2
370970,2017-11-27,2
371271,2017-11-27,2
371417,2017-11-27,2
371592,2017-11-27,2
371624,2017-11-27,2
37199,2017-11-27,2
372181,2017-11-27,2
372265,2017-11-27,2
372284,2017-11-27,2
372323,2017-11-27,2
372349,2017-11-27,2
372738,2017-11-27,2
373018,2017-11-27,2
373020,2017-11-27,2
373101,2017-11-27,2
373132,2017-11-27,2
373234,2017-11-27,2
374155,2017-11-27,2
374218,2017-11-27,2
374482,2017-11-27,2
374544,2017-11-27,2
375160,2017-11-27,2
375168,2017-11-27,2
375464,2017-11-27,2
375829,2017-11-27,2
375837,2017-11-27,2
375889,2017-11-27,2
376042,2017-11-27,2
376099,2017-11-27,2
376105,2017-11-27,2
376132,2017-11-27,2
376481,2017-11-27,2
376665,2017-11-27,2
376676,2017-11-27,2
376891,2017-11-27,2
37715,2017-11-27,2
377150,2017-11-27,2
377264,2017-11-27,2
377270,2017-11-27,2
377272,2017-11-27,2
377274,2017-11-27,2
377443,2017-11-27,2
377444,2017-11-27,2
377520,2017-11-27,2
377627,2017-11-27,2
377649,2017-11-27,2
377764,2017-11-27,2
377808,2017-11-27,2
377975,2017-11-27,2
377997,2017-11-27,2
378147,2017-11-27,2
378160,2017-11-27,2
378331,2017-11-27,2
378341,2017-11-27,2
378361,2017-11-27,2
37849,2017-11-27,2
378500,2017-11-27,2
378977,2017-11-27,2
379000,2017-11-27,2
37910,2017-11-27,2
379116,2017-11-27,2
379163,2017-11-27,2
379227,2017-11-27,2
379264,2017-11-27,2
379284,2017-11-27,2
3794,2017-11-27,2
379401,2017-11-27,2
379456,2017-11-27,2
379709,2017-11-27,2
379927,2017-11-27,2
379964,2017-11-27,2
38001,2017-11-27,2
380154,2017-11-27,2
380186,2017-11-27,2
380194,2017-11-27,2
380393,2017-11-27,2
380450,2017-11-27,2
380473,2017-11-27,2
380521,2017-11-27,2
380555,2017-11-27,2
380702,2017-11-27,2
38110,2017-11-27,2
381100,2017-11-27,2
381248,2017-11-27,2
381259,2017-11-27,2
38146,2017-11-27,2
381466,2017-11-27,2
382059,2017-11-27,2
382344,2017-11-27,2
382361,2017-11-27,2
382395,2017-11-27,2
382444,2017-11-27,2
382613,2017-11-27,2
382615,2017-11-27,2
382722,2017-11-27,2
38310,2017-11-27,2
383351,2017-11-27,2
383508,2017-11-27,2
383717,2017-11-27,2
383958,2017-11-27,2
383963,2017-11-27,2
383972,2017-11-27,2
384010,2017-11-27,2
384056,2017-11-27,2
384062,2017-11-27,2
38408,2017-11-27,2
38410,2017-11-27,2
38436,2017-11-27,2
384373,2017-11-27,2
38439,2017-11-27,2
384543,2017-11-27,2
384778,2017-11-27,2
385077,2017-11-27,2
385216,2017-11-27,2
385366,2017-11-27,2
385572,2017-11-27,2
385652,2017-11-27,2
385736,2017-11-27,2
385800,2017-11-27,2
385923,2017-11-27,2
386000,2017-11-27,2
386106,2017-11-27,2
386127,2017-11-27,2
386242,2017-11-27,2
386691,2017-11-27,2
38680,2017-11-27,2
386800,2017-11-27,2
386834,2017-11-27,2
386894,2017-11-27,2
386937,2017-11-27,2
386971,2017-11-27,2
387059,2017-11-27,2
387150,2017-11-27,2
387211,2017-11-27,2
3874,2017-11-27,2
38740,2017-11-27,2
387429,2017-11-27,2
387513,2017-11-27,2
387573,2017-11-27,2
387827,2017-11-27,2
387898,2017-11-27,2
388273,2017-11-27,2
388611,2017-11-27,2
388689,2017-11-27,2
388713,2017-11-27,2
388736,2017-11-27,2
388785,2017-11-27,2
388931,2017-11-27,2
389014,2017-11-27,2
389156,2017-11-27,2
38927,2017-11-27,2
389302,2017-11-27,2
389358,2017-11-27,2
389565,2017-11-27,2
389710,2017-11-27,2
389979,2017-11-27,2
390041,2017-11-27,2
39022,2017-11-27,2
3904,2017-11-27,2
39050,2017-11-27,2
390527,2017-11-27,2
390528,2017-11-27,2
390612,2017-11-27,2
390623,2017-11-27,2
390632,2017-11-27,2
390862,2017-11-27,2
390947,2017-11-27,2
391111,2017-11-27,2
391239,2017-11-27,2
391277,2017-11-27,2
391353,2017-11-27,2
391514,2017-11-27,2
391681,2017-11-27,2
391744,2017-11-27,2
391968,2017-11-27,2
392006,2017-11-27,2
392118,2017-11-27,2
392220,2017-11-27,2
392237,2017-11-27,2
392272,2017-11-27,2
39256,2017-11-27,2
392659,2017-11-27,2
392666,2017-11-27,2
392671,2017-11-27,2
392690,2017-11-27,2
392702,2017-11-27,2
392769,2017-11-27,2
392775,2017-11-27,2
392798,2017-11-27,2
39286,2017-11-27,2
393097,2017-11-27,2
393106,2017-11-27,2
39312,2017-11-27,2
393240,2017-11-27,2
393310,2017-11-27,2
39335,2017-11-27,2
393364,2017-11-27,2
393712,2017-11-27,2
393731,2017-11-27,2
393920,2017-11-27,2
393930,2017-11-27,2
394099,2017-11-27,2
394112,2017-11-27,2
394128,2017-11-27,2
394374,2017-11-27,2
394499,2017-11-27,2
394527,2017-11-27,2
394631,2017-11-27,2
394753,2017-11-27,2
394951,2017-11-27,2
394982,2017-11-27,2
395010,2017-11-27,2
395039,2017-11-27,2
395320,2017-11-27,2
395388,2017-11-27,2
395464,2017-11-27,2
395551,2017-11-27,2
395587,2017-11-27,2
395737,2017-11-27,2
395918,2017-11-27,2
395936,2017-11-27,2
396029,2017-11-27,2
396289,2017-11-27,2
396310,2017-11-27,2
396378,2017-11-27,2
396387,2017-11-27,2
396712,2017-11-27,2
396981,2017-11-27,2
397039,2017-11-27,2
397481,2017-11-27,2
397586,2017-11-27,2
397817,2017-11-27,2
397877,2017-11-27,2
397904,2017-11-27,2
398027,2017-11-27,2
398169,2017-11-27,2
398240,2017-11-27,2
398347,2017-11-27,2
398498,2017-11-27,2
398533,2017-11-27,2
398689,2017-11-27,2
398825,2017-11-27,2
398971,2017-11-27,2
399046,2017-11-27,2
399132,2017-11-27,2
399157,2017-11-27,2
399356,2017-11-27,2
399377,2017-11-27,2
399416,2017-11-27,2
399426,2017-11-27,2
399746,2017-11-27,2
399751,2017-11-27,2
399799,2017-11-27,2
399825,2017-11-27,2
399854,2017-11-27,2
399909,2017-11-27,2
399916,2017-11-27,2
400125,2017-11-27,2
400289,2017-11-27,2
400422,2017-11-27,2
400438,2017-11-27,2
400563,2017-11-27,2
400748,2017-11-27,2
400775,2017-11-27,2
400983,2017-11-27,2
401004,2017-11-27,2
401248,2017-11-27,2
401307,2017-11-27,2
401569,2017-11-27,2
401588,2017-11-27,2
401594,2017-11-27,2
401915,2017-11-27,2
401960,2017-11-27,2
402107,2017-11-27,2
402293,2017-11-27,2
402361,2017-11-27,2
402457,2017-11-27,2
402465,2017-11-27,2
402491,2017-11-27,2
402573,2017-11-27,2
402978,2017-11-27,2
403032,2017-11-27,2
403228,2017-11-27,2
403271,2017-11-27,2
403580,2017-11-27,2
403604,2017-11-27,2
403663,2017-11-27,2
403664,2017-11-27,2
403719,2017-11-27,2
403732,2017-11-27,2
403742,2017-11-27,2
403771,2017-11-27,2
403775,2017-11-27,2
403780,2017-11-27,2
403830,2017-11-27,2
403842,2017-11-27,2
403953,2017-11-27,2
403982,2017-11-27,2
404104,2017-11-27,2
404297,2017-11-27,2
404403,2017-11-27,2
404449,2017-11-27,2
404498,2017-11-27,2
404694,2017-11-27,2
40484,2017-11-27,2
40507,2017-11-27,2
40510,2017-11-27,2
405122,2017-11-27,2
40544,2017-11-27,2
405604,2017-11-27,2
405630,2017-11-27,2
405748,2017-11-27,2
405882,2017-11-27,2
40589,2017-11-27,2
405927,2017-11-27,2
406071,2017-11-27,2
406256,2017-11-27,2
406426,2017-11-27,2
406594,2017-11-27,2
406752,2017-11-27,2
406834,2017-11-27,2
406948,2017-11-27,2
406957,2017-11-27,2
40705,2017-11-27,2
407103,2017-11-27,2
407260,2017-11-27,2
40760,2017-11-27,2
407622,2017-11-27,2
407806,2017-11-27,2
408073,2017-11-27,2
408122,2017-11-27,2
408129,2017-11-27,2
408136,2017-11-27,2
408252,2017-11-27,2
408269,2017-11-27,2
408331,2017-11-27,2
408417,2017-11-27,2
408524,2017-11-27,2
408610,2017-11-27,2
408748,2017-11-27,2
409003,2017-11-27,2
409231,2017-11-27,2
409891,2017-11-27,2
409923,2017-11-27,2
409993,2017-11-27,2
410150,2017-11-27,2
410173,2017-11-27,2
410217,2017-11-27,2
410229,2017-11-27,2
410458,2017-11-27,2
410623,2017-11-27,2
410805,2017-11-27,2
411133,2017-11-27,2
41121,2017-11-27,2
411491,2017-11-27,2
411511,2017-11-27,2
411743,2017-11-27,2
411812,2017-11-27,2
411951,2017-11-27,2
411969,2017-11-27,2
412022,2017-11-27,2
412033,2017-11-27,2
412064,2017-11-27,2
412129,2017-11-27,2
412192,2017-11-27,2
412347,2017-11-27,2
412381,2017-11-27,2
41244,2017-11-27,2
412503,2017-11-27,2
4129,2017-11-27,2
412902,2017-11-27,2
412928,2017-11-27,2
412997,2017-11-27,2
41303,2017-11-27,2
413137,2017-11-27,2
413179,2017-11-27,2
413259,2017-11-27,2
413261,2017-11-27,2
413328,2017-11-27,2
413527,2017-11-27,2
413636,2017-11-27,2
413663,2017-11-27,2
413699,2017-11-27,2
413711,2017-11-27,2
413740,2017-11-27,2
413757,2017-11-27,2
413807,2017-11-27,2
413886,2017-11-27,2
414090,2017-11-27,2
414107,2017-11-27,2
414118,2017-11-27,2
414202,2017-11-27,2
414224,2017-11-27,2
414319,2017-11-27,2
414354,2017-11-27,2
414542,2017-11-27,2
414668,2017-11-27,2
41471,2017-11-27,2
414724,2017-11-27,2
414943,2017-11-27,2
414956,2017-11-27,2
4151,2017-11-27,2
415120,2017-11-27,2
415140,2017-11-27,2
415238,2017-11-27,2
41539,2017-11-27,2
41551,2017-11-27,2
415723,2017-11-27,2
41581,2017-11-27,2
415862,2017-11-27,2
415864,2017-11-27,2
415881,2017-11-27,2
415973,2017-11-27,2
416111,2017-11-27,2
416179,2017-11-27,2
416198,2017-11-27,2
416290,2017-11-27,2
416351,2017-11-27,2
416421,2017-11-27,2
416512,2017-11-27,2
416562,2017-11-27,2
416817,2017-11-27,2
416881,2017-11-27,2
417258,2017-11-27,2
417318,2017-11-27,2
417341,2017-11-27,2
417404,2017-11-27,2
417577,2017-11-27,2
417632,2017-11-27,2
417721,2017-11-27,2
417945,2017-11-27,2
418018,2017-11-27,2
418060,2017-11-27,2
418079,2017-11-27,2
418319,2017-11-27,2
418537,2017-11-27,2
418594,2017-11-27,2
418608,2017-11-27,2
418642,2017-11-27,2
418692,2017-11-27,2
418709,2017-11-27,2
41873,2017-11-27,2
41896,2017-11-27,2
418963,2017-11-27,2
419029,2017-11-27,2
419070,2017-11-27,2
419081,2017-11-27,2
419259,2017-11-27,2
419537,2017-11-27,2
419543,2017-11-27,2
419631,2017-11-27,2
42002,2017-11-27,2
420030,2017-11-27,2
420127,2017-11-27,2
420288,2017-11-27,2
42040,2017-11-27,2
420505,2017-11-27,2
420510,2017-11-27,2
420695,2017-11-27,2
420846,2017-11-27,2
420872,2017-11-27,2
421069,2017-11-27,2
421159,2017-11-27,2
421230,2017-11-27,2
421320,2017-11-27,2
421362,2017-11-27,2
421426,2017-11-27,2
421429,2017-11-27,2
421512,2017-11-27,2
421674,2017-11-27,2
421774,2017-11-27,2
421784,2017-11-27,2
421788,2017-11-27,2
42179,2017-11-27,2
42189,2017-11-27,2
421954,2017-11-27,2
421983,2017-11-27,2
422022,2017-11-27,2
422060,2017-11-27,2
422157,2017-11-27,2
422187,2017-11-27,2
422310,2017-11-27,2
422417,2017-11-27,2
422469,2017-11-27,2
422498,2017-11-27,2
422585,2017-11-27,2
422852,2017-11-27,2
422853,2017-11-27,2
422882,2017-11-27,2
422918,2017-11-27,2
423001,2017-11-27,2
423010,2017-11-27,2
423242,2017-11-27,2
423246,2017-11-27,2
423271,2017-11-27,2
423276,2017-11-27,2
423541,2017-11-27,2
423653,2017-11-27,2
423769,2017-11-27,2
423939,2017-11-27,2
423969,2017-11-27,2
424118,2017-11-27,2
424169,2017-11-27,2
424360,2017-11-27,2
424382,2017-11-27,2
425021,2017-11-27,2
42522,2017-11-27,2
425237,2017-11-27,2
42529,2017-11-27,2
425394,2017-11-27,2
42540,2017-11-27,2
425427,2017-11-27,2
425822,2017-11-27,2
425855,2017-11-27,2
425859,2017-11-27,2
42603,2017-11-27,2
426033,2017-11-27,2
426081,2017-11-27,2
426111,2017-11-27,2
426116,2017-11-27,2
426141,2017-11-27,2
426144,2017-11-27,2
426172,2017-11-27,2
426227,2017-11-27,2
426563,2017-11-27,2
426597,2017-11-27,2
426722,2017-11-27,2
426928,2017-11-27,2
427003,2017-11-27,2
427023,2017-11-27,2
427030,2017-11-27,2
427231,2017-11-27,2
427249,2017-11-27,2
427320,2017-11-27,2
4275,2017-11-27,2
427559,2017-11-27,2
427617,2017-11-27,2
427619,2017-11-27,2
42766,2017-11-27,2
427765,2017-11-27,2
427794,2017-11-27,2
427965,2017-11-27,2
428456,2017-11-27,2
428530,2017-11-27,2
428543,2017-11-27,2
428578,2017-11-27,2
428720,2017-11-27,2
428769,2017-11-27,2
428909,2017-11-27,2
429042,2017-11-27,2
42906,2017-11-27,2
429232,2017-11-27,2
429335,2017-11-27,2
429428,2017-11-27,2
429704,2017-11-27,2
429866,2017-11-27,2
429888,2017-11-27,2
430001,2017-11-27,2
430164,2017-11-27,2
430169,2017-11-27,2
430388,2017-11-27,2
430408,2017-11-27,2
430555,2017-11-27,2
430566,2017-11-27,2
430605,2017-11-27,2
430833,2017-11-27,2
430880,2017-11-27,2
43108,2017-11-27,2
431120,2017-11-27,2
431211,2017-11-27,2
431264,2017-11-27,2
431473,2017-11-27,2
431629,2017-11-27,2
431691,2017-11-27,2
431746,2017-11-27,2
431756,2017-11-27,2
431881,2017-11-27,2
431906,2017-11-27,2
43220,2017-11-27,2
432524,2017-11-27,2
432545,2017-11-27,2
432579,2017-11-27,2
432652,2017-11-27,2
432959,2017-11-27,2
433085,2017-11-27,2
433147,2017-11-27,2
433180,2017-11-27,2
433214,2017-11-27,2
433446,2017-11-27,2
433462,2017-11-27,2
43349,2017-11-27,2
433603,2017-11-27,2
433748,2017-11-27,2
433779,2017-11-27,2
433882,2017-11-27,2
433950,2017-11-27,2
434163,2017-11-27,2
434397,2017-11-27,2
434405,2017-11-27,2
434434,2017-11-27,2
434714,2017-11-27,2
434722,2017-11-27,2
434768,2017-11-27,2
435040,2017-11-27,2
435111,2017-11-27,2
435236,2017-11-27,2
435383,2017-11-27,2
435603,2017-11-27,2
435654,2017-11-27,2
435710,2017-11-27,2
435937,2017-11-27,2
435965,2017-11-27,2
436048,2017-11-27,2
43653,2017-11-27,2
436590,2017-11-27,2
43668,2017-11-27,2
436694,2017-11-27,2
437041,2017-11-27,2
437068,2017-11-27,2
437244,2017-11-27,2
437281,2017-11-27,2
437444,2017-11-27,2
437456,2017-11-27,2
437474,2017-11-27,2
437575,2017-11-27,2
437677,2017-11-27,2
437705,2017-11-27,2
437715,2017-11-27,2
437823,2017-11-27,2
438010,2017-11-27,2
438146,2017-11-27,2
438192,2017-11-27,2
438807,2017-11-27,2
439023,2017-11-27,2
439258,2017-11-27,2
43931,2017-11-27,2
439373,2017-11-27,2
439495,2017-11-27,2
43951,2017-11-27,2
439620,2017-11-27,2
439654,2017-11-27,2
43970,2017-11-27,2
439907,2017-11-27,2
440066,2017-11-27,2
44008,2017-11-27,2
440158,2017-11-27,2
440188,2017-11-27,2
440227,2017-11-27,2
